Count_Nuclei,Texture_AngularSecondMoment_Eosin_3_00_256,Texture_AngularSecondMoment_Eosin_3_01_256,Texture_AngularSecondMoment_Eosin_3_02_256,Texture_AngularSecondMoment_Eosin_3_03_256,Texture_AngularSecondMoment_Hematoxylin_3_00_256,Texture_AngularSecondMoment_Hematoxylin_3_01_256,Texture_AngularSecondMoment_Hematoxylin_3_02_256,Texture_AngularSecondMoment_Hematoxylin_3_03_256,Texture_Contrast_Eosin_3_00_256,Texture_Contrast_Eosin_3_01_256,Texture_Contrast_Eosin_3_02_256,Texture_Contrast_Eosin_3_03_256,Texture_Contrast_Hematoxylin_3_00_256,Texture_Contrast_Hematoxylin_3_01_256,Texture_Contrast_Hematoxylin_3_02_256,Texture_Contrast_Hematoxylin_3_03_256,Texture_Correlation_Eosin_3_00_256,Texture_Correlation_Eosin_3_01_256,Texture_Correlation_Eosin_3_02_256,Texture_Correlation_Eosin_3_03_256,Texture_Correlation_Hematoxylin_3_00_256,Texture_Correlation_Hematoxylin_3_01_256,Texture_Correlation_Hematoxylin_3_02_256,Texture_Correlation_Hematoxylin_3_03_256,Texture_DifferenceEntropy_Eosin_3_00_256,Texture_DifferenceEntropy_Eosin_3_01_256,Texture_DifferenceEntropy_Eosin_3_02_256,Texture_DifferenceEntropy_Eosin_3_03_256,Texture_DifferenceEntropy_Hematoxylin_3_00_256,Texture_DifferenceEntropy_Hematoxylin_3_01_256,Texture_DifferenceEntropy_Hematoxylin_3_02_256,Texture_DifferenceEntropy_Hematoxylin_3_03_256,Texture_DifferenceVariance_Eosin_3_00_256,Texture_DifferenceVariance_Eosin_3_01_256,Texture_DifferenceVariance_Eosin_3_02_256,Texture_DifferenceVariance_Eosin_3_03_256,Texture_DifferenceVariance_Hematoxylin_3_00_256,Texture_DifferenceVariance_Hematoxylin_3_01_256,Texture_DifferenceVariance_Hematoxylin_3_02_256,Texture_DifferenceVariance_Hematoxylin_3_03_256,Texture_Entropy_Eosin_3_00_256,Texture_Entropy_Eosin_3_01_256,Texture_Entropy_Eosin_3_02_256,Texture_Entropy_Eosin_3_03_256,Texture_Entropy_Hematoxylin_3_00_256,Texture_Entropy_Hematoxylin_3_01_256,Texture_Entropy_Hematoxylin_3_02_256,Texture_Entropy_Hematoxylin_3_03_256,Texture_InfoMeas1_Eosin_3_00_256,Texture_InfoMeas1_Eosin_3_01_256,Texture_InfoMeas1_Eosin_3_02_256,Texture_InfoMeas1_Eosin_3_03_256,Texture_InfoMeas1_Hematoxylin_3_00_256,Texture_InfoMeas1_Hematoxylin_3_01_256,Texture_InfoMeas1_Hematoxylin_3_02_256,Texture_InfoMeas1_Hematoxylin_3_03_256,Texture_InfoMeas2_Eosin_3_00_256,Texture_InfoMeas2_Eosin_3_01_256,Texture_InfoMeas2_Eosin_3_02_256,Texture_InfoMeas2_Eosin_3_03_256,Texture_InfoMeas2_Hematoxylin_3_00_256,Texture_InfoMeas2_Hematoxylin_3_01_256,Texture_InfoMeas2_Hematoxylin_3_02_256,Texture_InfoMeas2_Hematoxylin_3_03_256,Texture_InverseDifferenceMoment_Eosin_3_00_256,Texture_InverseDifferenceMoment_Eosin_3_01_256,Texture_InverseDifferenceMoment_Eosin_3_02_256,Texture_InverseDifferenceMoment_Eosin_3_03_256,Texture_InverseDifferenceMoment_Hematoxylin_3_00_256,Texture_InverseDifferenceMoment_Hematoxylin_3_01_256,Texture_InverseDifferenceMoment_Hematoxylin_3_02_256,Texture_InverseDifferenceMoment_Hematoxylin_3_03_256,Texture_SumAverage_Eosin_3_00_256,Texture_SumAverage_Eosin_3_01_256,Texture_SumAverage_Eosin_3_02_256,Texture_SumAverage_Eosin_3_03_256,Texture_SumAverage_Hematoxylin_3_00_256,Texture_SumAverage_Hematoxylin_3_01_256,Texture_SumAverage_Hematoxylin_3_02_256,Texture_SumAverage_Hematoxylin_3_03_256,Texture_SumEntropy_Eosin_3_00_256,Texture_SumEntropy_Eosin_3_01_256,Texture_SumEntropy_Eosin_3_02_256,Texture_SumEntropy_Eosin_3_03_256,Texture_SumEntropy_Hematoxylin_3_00_256,Texture_SumEntropy_Hematoxylin_3_01_256,Texture_SumEntropy_Hematoxylin_3_02_256,Texture_SumEntropy_Hematoxylin_3_03_256,Texture_SumVariance_Eosin_3_00_256,Texture_SumVariance_Eosin_3_01_256,Texture_SumVariance_Eosin_3_02_256,Texture_SumVariance_Eosin_3_03_256,Texture_SumVariance_Hematoxylin_3_00_256,Texture_SumVariance_Hematoxylin_3_01_256,Texture_SumVariance_Hematoxylin_3_02_256,Texture_SumVariance_Hematoxylin_3_03_256,Texture_Variance_Eosin_3_00_256,Texture_Variance_Eosin_3_01_256,Texture_Variance_Eosin_3_02_256,Texture_Variance_Eosin_3_03_256,Texture_Variance_Hematoxylin_3_00_256,Texture_Variance_Hematoxylin_3_01_256,Texture_Variance_Hematoxylin_3_02_256,Texture_Variance_Hematoxylin_3_03_256,Threshold_FinalThreshold_Threshold,Threshold_GuideThreshold_Threshold,Threshold_OrigThreshold_Threshold,Threshold_SumOfEntropies_Threshold,Threshold_WeightedVariance_Nuclei,Threshold_WeightedVariance_Threshold
383,0.000326583,0.000261093,0.000315949,0.000239124,0.000197243,0.000180866,0.000186594,0.000166679,450.33652,666.4884555,469.7664772,731.4211701,2040.337662,2256.61221,2146.860267,2357.680807,0.73902645,0.613983356,0.728002553,0.576374659,0.256258497,0.177167848,0.217249619,0.140316493,5.110576934,5.411445171,5.163958218,5.529123523,6.479409016,6.560480681,6.525826355,6.607710694,0.000149013,0.000117267,0.000142233,0.00010511,4.54E-05,4.14E-05,4.28E-05,3.86E-05,12.4585056,12.71812154,12.50482634,12.8161462,13.60713083,13.63938034,13.62355297,13.65512754,-0.124576849,-0.085521329,-0.117637376,-0.070764061,-0.017580856,-0.012826302,-0.01517531,-0.010532624,0.899407678,0.824003584,0.889093018,0.780670047,0.46306658,0.401798943,0.433652749,0.366905028,0.111541184,0.088753618,0.107187171,0.081281884,0.046347138,0.042418705,0.044130323,0.039401526,100.3395004,100.35164,100.3616237,100.3518511,97.22416461,97.21857736,97.23485611,97.21890064,7.61986317,7.594111092,7.615563396,7.57747285,7.752346057,7.721127514,7.73115432,7.698009567,3000.867784,2786.670706,2984.431222,2721.73,3446.347309,3228.375715,3338.567324,3127.316377,862.801076,863.2897904,863.5494249,863.2877925,1371.671243,1371.246981,1371.356898,1371.249296,0.186658548,0.181728408,0.190490192,-11.56631395,15.98867914,0.873861142
392,0.000395653,0.000322563,0.000407276,0.000321178,0.000167401,0.000156106,0.000167783,0.000155679,184.4828724,276.0601233,176.6799391,280.2528652,1571.986086,1760.355093,1528.123978,1740.878388,0.786457626,0.680526529,0.795665607,0.67567723,0.239299414,0.147853051,0.260538845,0.157279745,4.749837197,5.050256397,4.711810456,5.057346978,6.324986133,6.41728326,6.30637518,6.409797781,0.000193977,0.00015197,0.000200304,0.000151269,5.14E-05,4.60E-05,5.22E-05,4.64E-05,11.96350131,12.22956249,11.92800447,12.23656625,13.41276809,13.44020825,13.40536442,13.44021722,-0.125819402,-0.084159711,-0.131504595,-0.083064451,-0.013613371,-0.009445678,-0.014669633,-0.009444975,0.894074836,0.811488862,0.901907236,0.808520888,0.409798366,0.346055453,0.42392941,0.346043433,0.120565668,0.096467632,0.124403294,0.095796938,0.044635743,0.03967983,0.044771201,0.039907961,107.3735356,107.3701274,107.3664634,107.3702924,91.21457498,91.19536549,91.20368645,91.19551514,7.323071317,7.282759532,7.327549511,7.28178556,7.554937797,7.504301541,7.561021482,7.510638467,1543.350993,1452.159266,1552.641657,1447.981421,2561.009513,2371.221264,2604.950406,2390.690486,431.9584664,432.0548474,432.3303989,432.0585715,1033.2489,1032.894089,1033.268596,1032.892218,0.198175408,0.193753898,0.196188421,-10.64866684,15.79983742,0.401916793
400,0.00252171,0.00207062,0.002643204,0.002095118,0.000396529,0.000330369,0.000400458,0.000337184,194.3093742,315.402322,192.9709269,305.1307575,1547.667579,1775.856301,1546.053156,1760.63824,0.840738905,0.741739473,0.841793075,0.750148431,0.338945484,0.24174277,0.33956391,0.248242495,4.748614546,5.094166073,4.726001297,5.089990139,6.309462319,6.417056334,6.300560251,6.414421817,0.000272255,0.000207315,0.000281522,0.000204441,5.42E-05,4.77E-05,5.54E-05,4.76E-05,11.43418876,11.7349511,11.40055199,11.73579482,13.2778547,13.33225779,13.2709915,13.32977007,-0.160109311,-0.111825551,-0.165464004,-0.111686845,-0.030358569,-0.022327555,-0.031406099,-0.022696881,0.929144155,0.866557001,0.933863939,0.866308655,0.579561446,0.509852853,0.587544996,0.513445144,0.167446338,0.137559588,0.175737918,0.135255634,0.069544811,0.060347477,0.07045041,0.060952886,66.97644007,66.9954501,66.97248217,66.99579545,87.52363932,87.53940223,87.53146521,87.53964205,7.237623057,7.229689139,7.235574497,7.224211327,7.646532644,7.615428098,7.649241964,7.614628017,2245.826736,2127.110483,2246.504171,2137.365467,3134.752831,2908.190829,3135.862869,2923.420725,610.0340275,610.6282014,609.8687744,610.6240561,1170.605103,1171.011782,1170.479006,1171.014741,0.130859666,0.139924943,0.120785396,-12.10000092,15.82417785,1.876187593
211,0.172749608,0.163709031,0.16991388,0.163026542,0.114729574,0.108087496,0.113051782,0.107837473,98.56747081,178.9210833,147.015845,223.0908157,835.123243,1093.910185,1000.743949,1221.253104,0.986534412,0.975600974,0.979948865,0.969577657,0.713900766,0.625567839,0.656996588,0.581979906,3.37615796,3.725124822,3.574178167,3.819761742,4.582292048,4.874479971,4.772849326,4.941611194,0.000916919,0.000807655,0.000864362,0.000791582,0.000594308,0.000512976,0.000558805,0.000507792,7.826093212,8.132041727,8.006956649,8.198702852,9.620993221,9.82670906,9.742744921,9.86496073,-0.376616682,-0.315070424,-0.340201415,-0.301258481,-0.21457129,-0.17818451,-0.1930735,-0.17109287,0.986669322,0.975820675,0.981049524,0.972323274,0.949202374,0.923968888,0.935589141,0.917653682,0.518714711,0.481504638,0.498972445,0.47526101,0.417757455,0.388706338,0.403345741,0.386361937,83.03190901,83.22844075,83.19056646,83.22844075,84.30738381,84.39715533,84.36076572,84.39715533,5.541600722,5.590974896,5.549000209,5.597517035,6.089332936,6.104247887,6.080110559,6.095931416,14541.33887,14487.32717,14517.07638,14443.15744,5002.873817,4749.125213,4834.439684,4621.782294,3659.976586,3666.562063,3666.023057,3666.562063,1459.499265,1460.758849,1458.795908,1460.758849,0.156622267,0.180313125,0.140654165,-11.91745528,13.99429472,2.806279548
436,0.000184024,0.000144515,0.000184402,0.000153246,0.000250501,0.000219452,0.000239671,0.000228268,290.7069203,481.4237276,292.9242212,430.9695081,1545.71108,1759.570274,1590.185411,1697.91483,0.899673894,0.833811876,0.898929896,0.851227506,0.252384969,0.149303243,0.232432396,0.179106124,5.074073343,5.4410267,5.074559183,5.359292381,6.278704872,6.390928637,6.304414983,6.353739267,0.000179542,0.000132535,0.000179789,0.000142367,5.52E-05,4.83E-05,5.35E-05,5.09E-05,12.9769248,13.30118549,12.98068097,13.22404754,13.18126843,13.22010216,13.18952921,13.20948267,-0.17673504,-0.131151027,-0.176270737,-0.14198738,-0.02013757,-0.014419848,-0.019347638,-0.016012154,0.958749744,0.919454008,0.958473986,0.931394177,0.484972358,0.417979158,0.4766096,0.438202111,0.103791797,0.080459873,0.103812326,0.085749592,0.052973381,0.045974302,0.051235036,0.048604025,156.0256355,156.0009459,155.8779469,156.0012595,86.09857734,86.12464398,86.17608924,86.12396193,8.08626782,8.057153585,8.085578396,8.065643362,7.50906457,7.460248118,7.49639926,7.480422288,5504.532835,5312.296254,5503.532098,5362.702383,2589.334408,2377.204105,2553.255251,2438.831418,1448.809939,1448.429995,1449.11408,1448.417973,1033.761372,1034.193595,1035.860165,1034.186562,0.272619559,0.284760892,0.265230142,-11.33561892,15.28715866,0.653206596
377,0.003188415,0.002142193,0.002719032,0.001960993,0.000330363,0.000299099,0.000304766,0.000287168,132.311116,220.8293016,155.2199647,247.9304834,1051.859039,1263.98887,1208.219693,1389.495525,0.784495157,0.639833056,0.747099599,0.59563343,0.312345439,0.173030951,0.209672044,0.090917411,4.371283893,4.777967778,4.531222662,4.880867802,5.953770696,6.110713226,6.07771401,6.186158019,0.000260816,0.000188036,0.000227951,0.000172923,7.60E-05,6.49E-05,6.71E-05,6.02E-05,10.18058179,10.53840605,10.32861879,10.61767885,12.60323374,12.66201146,12.64385945,12.67773257,-0.145855209,-0.080268162,-0.118538563,-0.065832716,-0.019739892,-0.010314247,-0.013168281,-0.007843479,0.893558171,0.765338112,0.853153273,0.717356259,0.471364947,0.350748358,0.392822026,0.308233461,0.203924422,0.143434332,0.179289927,0.13258545,0.066453109,0.056629495,0.059699162,0.053352562,41.26979428,41.24373658,41.24569012,41.24407329,64.88640216,64.85944049,64.86012679,64.8594472,6.665427057,6.647099811,6.661962689,6.637031956,7.205450126,7.155700736,7.157659839,7.126460302,1095.606683,1005.431492,1072.298569,978.3354914,2007.406758,1792.930542,1849.295061,1667.422608,306.9794498,306.5651985,306.8796335,306.5664937,764.8164494,764.2298532,764.3786885,764.2295333,0.081717839,0.082147509,0.080980461,-12.02584638,15.37007478,1.282186073
177,0.253565519,0.237229114,0.249654201,0.237620549,0.161811616,0.151592501,0.16062536,0.151408788,98.95383949,215.8086194,139.9355727,177.9113753,494.794523,785.3400739,634.848562,710.6540907,0.983062046,0.963039815,0.976045759,0.969530218,0.818711498,0.712344349,0.76753983,0.739698605,3.01154218,3.443777878,3.195108129,3.371184042,4.006492003,4.370919296,4.169336792,4.310561539,0.001301292,0.001131125,0.001246979,0.001141006,0.00086094,0.000743259,0.000834502,0.000747413,6.617732448,6.952486854,6.770910027,6.901711507,8.431721073,8.687939778,8.542260017,8.652754162,-0.374327839,-0.292420954,-0.337849882,-0.304891513,-0.241485599,-0.188441573,-0.219586276,-0.195766601,0.975975107,0.952660178,0.967591374,0.957333556,0.949372314,0.914292812,0.937235857,0.920359279,0.596048777,0.550830637,0.580026491,0.55428483,0.487422609,0.454410246,0.478592257,0.456194029,60.10209908,60.09016434,60.14451116,60.09035715,71.36124874,71.36918252,71.3994351,71.36874029,4.79502004,4.884935404,4.814409132,4.879027904,5.491388925,5.532346629,5.491594135,5.534299429,11585.31942,11462.08848,11543.63851,11499.97829,4963.847564,4674.939064,4827.150033,4749.586265,2921.068315,2919.474275,2920.893521,2919.472417,1364.660522,1365.069784,1365.499649,1365.060089,0.115366393,0.136771008,0.100397703,-12.23889016,11.84427737,1.955598813
383,0.005538826,0.004187384,0.005558719,0.003488133,0.000396558,0.000378801,0.000393238,0.000354066,98.49723387,142.7491685,98.79724803,177.1384875,1002.560519,1096.765983,1003.580242,1224.234971,0.858554282,0.794971146,0.857983056,0.745574071,0.390138833,0.332580686,0.389061391,0.255016992,4.145266976,4.406277556,4.138275447,4.62115326,5.890878779,5.951629216,5.900358501,6.062849186,0.000323413,0.000260191,0.000325448,0.000218032,8.12E-05,7.71E-05,8.01E-05,6.83E-05,9.767479749,10.01145922,9.758942289,10.19530565,12.47081114,12.50688194,12.47377922,12.54250702,-0.184540215,-0.138843451,-0.185675283,-0.104661699,-0.026652231,-0.020819969,-0.025972317,-0.015183882,0.928825909,0.880604734,0.9296863,0.821989082,0.534784141,0.480998587,0.52896747,0.417865165,0.255477398,0.202659086,0.25806209,0.175328212,0.074148746,0.068580935,0.072613308,0.061585607,37.57619674,37.55467791,37.54983434,37.55440164,62.9028612,62.88687609,62.87408274,62.88704397,6.583910956,6.587590973,6.581946864,6.584399318,7.141419491,7.138097811,7.137088539,7.101976062,1294.224089,1249.729653,1292.547269,1215.31776,2285.271446,2189.821506,2281.791567,2062.376827,348.1803307,348.1197055,347.8361292,348.1140619,821.9579912,821.6468723,821.3429521,821.6529493,0.070336296,0.074117027,0.070566943,-12.42770976,15.5707367,1.388779607
374,0.007314661,0.005725344,0.00884045,0.005280443,0.000395927,0.000380083,0.000422306,0.000364395,76.80363155,101.3185581,61.15681336,122.3851259,1052.411398,1051.262823,871.4582976,1175.060507,0.753050838,0.674051916,0.803566579,0.606280879,0.24095989,0.241914813,0.371287996,0.152641091,3.843889148,4.063062517,3.613551828,4.191221104,5.950017364,5.952693861,5.808259584,6.043093686,0.000403863,0.000331361,0.000489038,0.000301854,7.70E-05,7.62E-05,8.68E-05,7.00E-05,8.884373431,9.094334611,8.672901235,9.197761607,12.47385702,12.48966188,12.42050993,12.51295861,-0.165013229,-0.12142624,-0.208399357,-0.100058484,-0.017463338,-0.014966384,-0.025847562,-0.011262473,0.893125895,0.831497251,0.931146998,0.787689508,0.444166361,0.414321558,0.526923524,0.363510752,0.299124872,0.244132264,0.348476814,0.227758131,0.072371053,0.069009054,0.07905089,0.065010385,27.06030393,27.0501285,27.04598643,27.04994815,62.51488851,62.51796888,62.50006121,62.51796505,6.065338794,6.067125948,6.055329129,6.059865352,7.064616528,7.074173746,7.104444503,7.041919126,545.2161464,520.3666917,561.5153687,499.3023637,1720.594623,1722.20602,1900.743576,1598.405362,155.5049445,155.4213124,155.6680455,155.4218724,693.2515051,693.3672106,693.0504685,693.3664672,0.048944184,0.04349694,0.053519391,-12.15118892,15.82913302,1.153173017
302,0.019229709,0.014966669,0.017172364,0.014403663,0.003897482,0.003375912,0.00381946,0.00335428,189.5579979,310.3820485,233.5296642,364.5004581,1069.088281,1448.633597,1510.091967,1708.020753,0.889826665,0.819616001,0.864067887,0.788164447,0.60726456,0.468142817,0.445181809,0.372910525,3.974630856,4.468462304,4.346055121,4.658420767,5.798248934,6.05368746,6.064459458,6.16818138,0.00043156,0.000286296,0.000328861,0.000257355,0.000102696,8.10E-05,8.45E-05,7.50E-05,9.693804801,10.16399698,10.03732924,10.31478066,12.54198974,12.70534182,12.686749,12.75701011,-0.284312407,-0.201507307,-0.223687318,-0.174824855,-0.084064128,-0.059259821,-0.061994877,-0.05136969,0.979671212,0.947348711,0.95925923,0.928104758,0.816900099,0.73465201,0.745577403,0.699728349,0.35298972,0.264968221,0.298595178,0.250961601,0.140443584,0.120252562,0.128559879,0.117225334,47.9363991,47.98080947,47.95185671,47.98069915,79.30506435,79.34801586,79.3221738,79.34835257,6.75246525,6.80238706,6.77678052,6.806934518,7.446437426,7.422799975,7.408428237,7.405902545,3251.528671,3130.965851,3202.445246,3076.852539,4375.229561,3998.819757,3933.464106,3739.433943,860.2716673,860.336975,858.9937276,860.3382493,1361.07946,1361.863338,1360.889018,1361.863674,0.098808375,0.099996492,0.093965844,-12.72535633,14.12576731,2.073641289
184,0.04298463,0.035977796,0.038375499,0.035160808,0.019181507,0.017532405,0.018380332,0.017385503,56.11416121,133.355858,130.513362,184.9084044,416.3451111,778.0336595,780.1389885,926.2955573,0.993777774,0.98523713,0.985554926,0.979530102,0.820971697,0.665413807,0.66456628,0.601656402,3.268645266,3.963318272,3.942165726,4.162782638,4.885127717,5.404381782,5.427182782,5.563488136,0.000689435,0.000438987,0.000470545,0.000399966,0.000238961,0.000168606,0.000172882,0.000154393,8.677007487,9.27035817,9.230219462,9.407952325,11.36818104,11.75682003,11.76398845,11.86074009,-0.399887032,-0.290280994,-0.297886502,-0.264907121,-0.187743082,-0.125503477,-0.124409799,-0.108935736,0.993440457,0.978293216,0.980036962,0.971316683,0.951390925,0.890421311,0.888817884,0.863133296,0.454930212,0.345280777,0.363273111,0.327838316,0.245411919,0.20472879,0.209380745,0.197208191,108.9595449,109.194222,109.2205711,109.1943602,77.79281093,77.83017168,77.83876006,77.83033764,6.428655245,6.477136327,6.445670243,6.467916911,7.117423997,7.088264252,7.078842083,7.078324054,17980.56926,17933.03039,17939.77995,17881.4645,4234.820154,3872.688185,3871.384947,3724.440957,4509.170856,4516.596563,4517.573328,4516.593225,1162.791316,1162.680461,1162.880984,1162.684129,0.17626805,0.184650078,0.196791773,-10.79258239,14.57724057,2.055398161
291,0.116866975,0.106333389,0.112776723,0.106406152,0.057276016,0.053106093,0.056295621,0.05318935,80.9408161,154.6184043,100.1075969,144.8370584,821.931149,1098.614722,966.3094574,1046.979962,0.895847631,0.8012136,0.871444976,0.813788879,0.565255798,0.419132646,0.489730444,0.446433926,3.461855812,3.913388845,3.652211257,3.902706161,5.121093575,5.362307622,5.235576673,5.33913533,0.000836593,0.000669551,0.000762394,0.000668963,0.00034588,0.000293848,0.000330212,0.000295017,7.729746978,8.109170849,7.898891023,8.102579381,10.45659279,10.60810402,10.52486066,10.59981765,-0.293032531,-0.20937462,-0.256721345,-0.210829435,-0.141791829,-0.114964987,-0.130537052,-0.116439498,0.964170293,0.92189436,0.949924715,0.922959428,0.892890065,0.851945706,0.877514929,0.854590357,0.474127008,0.417156195,0.44853517,0.416801173,0.318226723,0.294966326,0.311118874,0.295295905,29.54365646,29.55534942,29.58683181,29.55523814,66.92891275,66.94050886,66.97914786,66.94074293,5.394653838,5.458834354,5.4196234,5.458285689,6.40297595,6.405517234,6.394569168,6.409688084,1473.336191,1401.005166,1457.320398,1410.784944,2959.286152,2684.055158,2821.137574,2735.693908,388.5692519,388.9058927,389.3569987,388.9055005,945.3043252,945.6674698,946.8617579,945.6684677,0.043322554,0.03853336,0.05351253,-12.73265888,15.74062882,1.328005114
106,0.527392917,0.523415251,0.531052923,0.525017729,0.488217604,0.483685255,0.489920316,0.484107268,50.23015981,80.69479328,22.80892469,44.37645584,123.1854474,167.7103567,72.15876362,105.9309716,0.991612531,0.986540298,0.996196164,0.992598237,0.832606374,0.772304681,0.902319945,0.856181231,1.861001922,1.959180634,1.670833629,1.853324059,2.319639919,2.419435741,2.141965169,2.307768525,0.002540179,0.002498791,0.002645018,0.002529808,0.002226642,0.002183545,0.002291419,0.00220068,3.82665426,3.895905035,3.689898901,3.820498448,4.48774691,4.559511695,4.3697192,4.488162105,-0.460453252,-0.433269607,-0.517578789,-0.463613145,-0.337578083,-0.311776253,-0.383460917,-0.338214546,0.94796104,0.940250472,0.961233045,0.948847863,0.915639094,0.902432214,0.934988605,0.916018074,0.78233099,0.773934047,0.804814662,0.781805437,0.734708139,0.727458663,0.748467167,0.732455511,59.02892672,59.10640602,59.11587521,59.10763007,46.33707953,46.34537974,46.37826158,46.34559078,2.831825357,2.855249013,2.815742378,2.844322781,3.04586745,3.061710562,3.053219487,3.067514144,11927.19889,11909.88189,11969.7809,11946.4028,1348.620261,1305.401674,1405.292563,1367.186511,2994.357261,2997.644171,2998.147456,2997.694815,367.951427,368.2780076,369.3628316,368.2793708,0.083498817,0.093901128,0.104173063,-10.52386989,11.48375891,0.370563544
352,0.001163158,0.000750594,0.001068352,0.000726666,0.000250021,0.000194018,0.000214523,0.000187139,398.3771129,646.4238475,439.9895352,664.8400149,2130.649337,2603.056997,2364.976496,2673.141484,0.781741313,0.646033812,0.758974324,0.63595049,0.344149546,0.198979229,0.271918636,0.177411055,5.07726605,5.459294011,5.180230643,5.509905375,6.514913811,6.678835589,6.59789576,6.702439358,0.000156775,0.00011492,0.00014434,0.000109813,4.18E-05,3.44E-05,3.81E-05,3.33E-05,12.08685356,12.42677477,12.18052974,12.46763844,13.65562962,13.72918871,13.69009687,13.73716753,-0.143770091,-0.09178313,-0.129345578,-0.085505377,-0.025300927,-0.014744261,-0.02025577,-0.013589059,0.919909488,0.835120163,0.902469233,0.819539954,0.543378633,0.429512115,0.494289971,0.413939251,0.137343509,0.101649834,0.129745248,0.098395583,0.053060701,0.043778011,0.04899417,0.042664638,75.99183073,76.02899924,75.98151227,76.02846972,99.0567554,99.08201711,99.03937431,99.08153267,7.570096851,7.559992129,7.56794055,7.558359005,7.891117731,7.846828476,7.869859041,7.838419454,3252.126954,3006.037143,3210.986932,2987.630307,4366.713968,3896.292557,4131.485612,3826.195759,912.6260168,913.1152476,912.7441169,913.1175805,1624.340826,1624.837389,1624.115527,1624.834311,0.140396701,0.135807008,0.138729787,-12.26261788,15.87933663,1.532930867
153,0.11392052,0.109339272,0.111493628,0.109352353,0.069185854,0.065692735,0.069185851,0.065703918,292.0501328,582.1118989,433.2740449,574.3465836,618.5106972,1086.351593,1015.479718,1063.996405,0.966687293,0.933604668,0.950606595,0.934490259,0.700430023,0.472471924,0.508195014,0.483364094,3.816061263,4.508804965,4.393538328,4.486126487,4.647449155,5.157179006,5.070607649,5.138380535,0.000668668,0.000528485,0.000548147,0.00053243,0.000459864,0.000374624,0.000411791,0.000376487,9.312042084,9.884817047,9.792661835,9.865138075,10.09243922,10.42927434,10.36277884,10.42175997,-0.366712422,-0.264750957,-0.281239958,-0.268215075,-0.220729184,-0.15973617,-0.171880795,-0.161075949,0.992333248,0.975201427,0.979505217,0.976173203,0.958252144,0.914567453,0.926029523,0.915915368,0.45303988,0.390949574,0.398303424,0.393067669,0.365855955,0.331450573,0.343840412,0.332369302,134.372188,134.2172344,134.2524706,134.2182426,76.07155209,76.01599611,76.07589354,76.01747245,6.441894668,6.480757985,6.45995044,6.478370085,6.435511959,6.387372553,6.369299308,6.392268622,17241.80766,16952.61166,17110.52731,16960.34609,3510.812966,3032.297792,3114.123463,3054.944583,4383.464447,4383.680889,4385.950339,4383.673168,1032.330916,1029.662346,1032.400795,1029.735247,0.163632703,0.143351078,0.240029213,-11.98935024,15.99985395,2.204631085
369,0.035614443,0.032210446,0.035947721,0.032332101,0.015502928,0.014570105,0.015752084,0.014570673,202.4244986,316.0518629,190.4894635,328.2419696,1633.676025,1909.555506,1573.097902,1917.916986,0.861006287,0.783061116,0.869245731,0.774693184,0.442995685,0.349313737,0.463928715,0.346463339,4.589911649,4.911849249,4.545364597,4.934759905,6.024363597,6.167773929,5.991037047,6.168905669,0.000466185,0.000377706,0.000480064,0.00037473,0.000135537,0.000117481,0.000139612,0.000117503,10.30531245,10.58408862,10.27050167,10.60023553,12.26696349,12.34883598,12.24490184,12.3495372,-0.198955581,-0.150305115,-0.2043325,-0.147483097,-0.090199734,-0.077404378,-0.092915902,-0.077299234,0.947305058,0.906065225,0.950484959,0.902816366,0.828321928,0.793745135,0.834712071,0.793430569,0.281251637,0.250400177,0.286399586,0.249424037,0.185164749,0.172562225,0.18765152,0.172623434,55.30465402,55.31897537,55.27537915,55.31912597,86.81825512,86.84311246,86.81065496,86.84326403,6.69408886,6.722041269,6.690596198,6.71958255,7.330895826,7.321544607,7.329765772,7.322231591,2710.289961,2597.68916,2723.212173,2585.491187,4232.260673,3959.803089,4295.889848,3951.430831,728.1786149,728.4352557,728.4254091,728.4332891,1466.484175,1467.339649,1467.246938,1467.336954,0.097167048,0.083091378,0.100434336,-12.81160925,15.65221034,3.073705139
